,pro,con
16793,people,you
16794,the culture,none so
16795,great pay,
16796,discounts,
16797,it,stars
16798,you,everything
16799,it,working
16800,an opportunity,home
16801,people,everyone
16802,them,the commute
16803,new devices,the
16804,decent,
16805,hours,working weekends
16806,earliest,that
16807,,the stores
16808,cst,the busiest
16809,latest,scheduling
16810,great pay,times
16811,an entry role,people
16812,you,corporate positions
16813,technology,cog
16814,problem,wheel
16815,ambiguity,times customers
16816,this,no weekends
16817,the place,picky customers
16818,you,long period
16819,,time
16820,the,the mountain
16821,access,this
16822,this excellent company,time
16823,amazing perks,things
16824,possibility,every decision
16825,different departments,an inch
16826,finance,red tape
16827,operations,the time anything
16828,apple care,you
16829,important team,you
16830,apple,it
16831,payment issues,the first place
16832,sense,pay
16833,accomplishment,growth
16834,you,they
16835,tons,zero internal promotion
16836,opportunities,steve jobs
16837,you,us
16838,something,huge company
16839,you,it
16840,it,you
16841,health benefits,the shuffle
16842,transit reimbersment,retail
16843,reimbersment,work ethic
16844,it,inexperienced managers
16845,great atmosphere,bonus
16846,great,the team
16847,company,kinda
16848,culture,retail
16849,good benefits,no opportunity
16850,adequate amount,growth
16851,training,the company
16852,job role,corporate level
16853,creativity,retail hours
16854,phenomenal,the soul
16855,products,you
16856,employee benefits,mostly
16857,sense,positions
16858,pride,pay
16859,company,many retail jobs
16860,great company,cost
16861,managers,living
16862,the time,expected job performance
16863,company culture,seniority
16864,positivity,promotions
16865,great benefits,lot
16866,retail stores,little substance
16867,tuition reimbursement,employee development
16868,gym reimbursement,schedule
16869,better pricing,stone time
16870,stocks,holidays
16871,lots,rare exception
16872,oppoortinities,some idiots
16873,innovative products,hours
16874,great health benefits,retail
16875,transportation benefits,weekend work
16876,discounts,apple
16877,home benefits,doesnt close
16878,apple,inclement weather
16879,great company,bad conditions
16880,great,long
16881,talent pool,irregular
16882,you,hours
16883,personal level,no way
16884,work,this
16885,good benefits,retail
16886,you,this point
16887,,time
16888,progressive work environment,the culture
16889,terms,that
16890,race,some turmoil
16891,sexuality,time
16892,lifestyle,it
16893,rewarding experiences,the best
16894,lots,it
16895,skills,employees
16896,the real world,low pay
16897,apple retail,all the cool amenities
16898,the real world,most
16899,they,the year
16900,it,not enough opportunities
16901,cook,new roles
16902,the company,weird schedules
16903,retail,role
16904,corporate hate one,no opportunities
16905,another,lots
16906,discounts,employees
16907,discounts,the good people
16908,more,corporation
16909,discounts,no humanity
16910,very loving people,no regard
16911,great benefits,personal issues
16912,lots,stress
16913,work,work
16914,overtime,no support
16915,wonderful benefits,remote agents
16916,excellent management,no room
16917,great place,improvement
16918,tuition,none
16919,reimbursement,it
16920,health plan,great place
16921,customer focus,work life balance
16922,great lots,no advancement
16923,fun,senior advisor
16924,amazing environment,each shift
16925,great employee benefits,you
16926,great leadership,lot
16927,always room,it
16928,one,there
16929,the best places,
16930,retail,
16931,great environment,the managers
16932,people,hours
16933,apple,you
16934,the personal growth,
16935,part time employees,the micro managing
16936,full benefits,nothing
16937,great company,apple
16938,culture,it
16939,room,it
16940,advancement,hefty
16941,good environment,workload
16942,nice manager,competition
16943,good people,limited career development opportunity
16944,great benefits,management
16945,lot,job
16946,trouble shooting,honesty
16947,good people,integrity
16948,great benefits,knowledge
16949,lot,you
16950,trouble shooting,superior look
16951,pay,good employees
16952,benefits,last here
16953,perks,only ones
16954,coworkers,superiors
16955,training,they
16956,great,open feedback
16957,benefits,anyone
16958,great pay,you
16959,great benefits,you
16960,decent pay,they
16961,retail,you
16962,job,culture
16963,flexibility,everything
16964,one team,face value
16965,another,you
16966,better pay,something
16967,the area average,you
16968,the benefits,leader
16969,part time,you
16970,healthcare,documented coaching
16971,wage works,you
16972,there,bad promoter rating
16973,discounts,not everyone
16974,food,documented coaching
16975,movies,they
16976,third party products,bad promoter rating
16977,possibilities,the ones
16978,the department,superiors
16979,you,many
16980,,they
16981,something,performance
16982,all,retail job
16983,it,limited ceiling
16984,,advancement
16985,,personal experience
16986,better idea,part time employees
16987,problem,
16988,it,many cons
16989,poc,tons
16990,this,competition
16991,far the best company,absolutely nothing
16992,,pace
16993,,environment
16994,the industry,
16995,lot,no real issues
16996,engineering,apple
16997,we,the coworkers
16998,the level apple,little
16999,you,not
17000,the rocking chair,lot
17001,check apple,
17002,you,the company
17003,you,any
17004,some,wil
17005,the top talent,something
17006,the world,
17007,good,anything
17008,pay,apple
17009,benefits,there
17010,employee perks,lot
17011,talented people,stand
17012,amazing products,all the standing
17013,good,better company
17014,training,another number
17015,progression,lack
17016,job selection,support
17017,all these things,colleagues
17018,more,you
17019,everyone,thick skin
17020,great job,you
17021,good products,lot
17022,fun atmosphere,frustrated people
17023,good jobs,anything
17024,environment,you
17025,the possibilities,operations
17026,there,big picture
17027,you,large company
17028,full time,
17029,lots,any issues
17030,turnover,this job
17031,the time,job
17032,leadership,job
17033,the work,course
17034,we,there
17035,flexibility,days
17036,vacation time,
17037,the workload,course
17038,it,there
17039,most,hard days
17040,the,that
17041,time,customer issues
17042,teams,someone
17043,you,an attitude
17044,apple,apple
17045,great place,
17046,it,the retail environment
17047,great platforms,there
17048,here,constant push
17049,awesome work culture,the word
17050,meaningful contribution,no
17051,environment,
17052,it,things
17053,positive team work,every manager
17054,discounts,different idea
17055,great people,yes
17056,growth,there
17057,recognition,that
17058,excellent training,an employee
17059,the training,it
17060,the best,limits
17061,the market place,it
17062,this,rules
17063,company,more
17064,people,
17065,professional,static expectation
17066,they,poor management
17067,good training,nothing changes
17068,good management,the good
17069,benefits,mandatory overtime work
17070,the company culture,life balance
17071,great benefits,the days
17072,moral,hectic customers
17073,discounts,it
17074,great benefits,nonstop the pay
17075,we,everyday
17076,fun,flexability
17077,great environment,students
17078,lot,the college cycle
17079,creative people,times
17080,not soley focus,classes
17081,sales numbers,not lot
17082,low pay,growth
17083,high expectations,the company
17084,better job,expectations
17085,better income,no growth
17086,the people,company
17087,you,
17088,side,management
17089,side,leadership
17090,high emotional intelligence,time
17091,the benefits,none
17092,innovative products,
17093,how,much chance
17094,ops,all
17095,mktg,things
17096,cust service,big releases
17097,great brand experience,that
17098,tuition reimbursement,all part
17099,gym,you
17100,reimbursement,managers
17101,average hourly pay,while
17102,,some managers
17103,apple retail,micro
17104,years,some
17105,,all types
17106,me,managerial styles
17107,this,lib culture
17108,place,it
17109,you,cult
17110,fun products,apple try
17111,work,brain wash
17112,,you
17113,opportunities,premade reply
17114,you,vocabulary
17115,,management
17116,apple retail,favorites
17117,years,they
17118,,people
17119,me,they
17120,this,them
17121,place,them
17122,you,all others
17123,fun products,momentum
17124,work,the glass circling
17125,,foot
17126,opportunities,retail hours
17127,you,true work life balance
17128,own hours,unrealistic customer image
17129,discounts,uplhold
17130,benefits,no work
17131,awesome work environment,life
17132,approachable managers,balance
17133,great coworkers,pay not
17134,creativity,other faang
17135,you,cockiness
17136,you,every engineer
17137,people,someone
