,pro,con
10119,you,high energy
10120,you,long hours
10121,home,lots
10122,there,reorgs
10123,no meetings,instability
10124,excellent company,some teams
10125,great company culture,lot
10126,amazing products,travel
10127,great culture,china
10128,competitive compensation,stock bonus plan
10129,growth,competitors
10130,care,no free food
10131,great management,other tech giants
10132,established business,engineering work
10133,tech,edge
10134,teams,very schedule
10135,process,not customer
10136,testing team,quality
10137,quality,many decisions
10138,teams,project managers
10139,process,the technology
10140,testing team,they
10141,quality,lots
10142,benefits,bad
10143,work,bit old
10144,latest technologies,hierarchical chain
10145,great work life balance,command
10146,good care,short period
10147,employees,others
10148,great benefits,bureaucratic
10149,overall,it
10150,positive culture,you
10151,growth mindset,the customer
10152,friendly environment,background
10153,you,growth
10154,anyone,the org
10155,help,you
10156,incredible benefits,conversions
10157,great campus,recruiting
10158,volunteering,you
10159,donation match,full time job
10160,large company,you
10161,high margin business model,the quality
10162,great benefits,it
10163,great place,different companies
10164,career,most managers
10165,great employees,some
10166,interesting tasks,tough coworkers
10167,you,lib
10168,good team,politics
10169,good,contribution
10170,good benefits,management
10171,flex,this
10172,hours,the case
10173,good pay,any company
10174,transportation,the org
10175,ammenities,you
10176,smart people,pigeon
10177,team,legacy
10178,the culture,stuff
10179,you,that role
10180,you,lot
10181,,internal tools
10182,positive roles,devops person
10183,,you
10184,lot,the rest
10185,autonomy,the industry
10186,frustration,work life balance
10187,poor reviews,staffing
10188,the best,the bone
10189,,diversity
10190,most engineering work,the
10191,yourself,women
10192,you,color
10193,toxic situations,
10194,the company,nightmares
10195,that big tech companies,certain teams
10196,people,the team
10197,it,no
10198,the politics,food
10199,annual reviews,
10200,sabbaticals,nothing
10201,most,there
10202,it,
10203,,
10204,it,there
10205,better,the balmer days
10206,most,the situation
10207,they,nadella
10208,diversity,it
10209,some groups,the new vision
10210,great benefits,spot
10211,good innovation,politics
10212,smart peers,old managers
10213,lots,no skills
10214,interesting problems,
10215,great,
10216,company,there
10217,benefits,the balmer days
10218,satya nadella,the situation
10219,very innovative company,nadella
10220,challenging work environment,it
10221,good work,the new vision
10222,life,spot
10223,balance,politics
10224,amazing opportunities,old managers
10225,you,no skills
10226,the way,microsoft
10227,you,startup culture
10228,great place,most
10229,technology,the senior employees
10230,microsoft,the old culture
10231,companies,silo work teams
10232,companies,information low agility
10233,there,certain instances communication
10234,wide variety,we
10235,career path,bonus structure
10236,the work culture,individual contributions
10237,trust,it all
10238,management,you
10239,new technologies,the wdg group
10240,something,frequent
10241,microsoft,management changes
10242,lot,office moves
10243,bright people,performance
10244,fair compensation,expectations
10245,lots,occasional need
10246,opportunities,longer
10247,growth,hours
10248,manager,management styles
10249,entire team,the company
10250,employees,groups
10251,team,some teams
10252,impacts,bad lt
10253,the right things,years
10254,good work life balance,an amazing one
10255,good old place,year
10256,lots,terrible one
10257,benefits,
10258,benefits,other roles
10259,pay,
10260,terms,competitive industry
10261,retail,pay
10262,flexibility ubiquitous tech,the lower side
10263,great philanthropy smart people,some other teams
10264,large impact,things
10265,global,little
10266,solid promo trajectory,it
10267,employee friendly company,no focus
10268,,people
10269,good perks,retail space
10270,good food,they
10271,good work culture good cocurricular facilities,relevant experience
10272,company,very heavy
10273,edge technologies,middle
10274,research,micro management
10275,new leadership,lots
10276,staff,chiefs
10277,exciting things,not lot
10278,this department,indians
10279,great penchant,quite few
10280,innovation,work environment
10281,great learning experience,cut throat personnel
10282,it,practices
10283,huge company,microsoft
10284,many resources,too
10285,they,republicans
10286,an effort,too
10287,the internship program,politics
10288,you,deadlines
10289,other interns,an issue
10290,full time employees,big companies
10291,there,lot
10292,microsoft,processes
10293,the designers,msft states
10294,,they
10295,talented people,there
10296,it,
10297,fun,play
10298,environment,collaboration
10299,technology company,myth
10300,good opportunities,individual heroics
10301,company,play
10302,great benefits,people
10303,great work environment,promotions
10304,lots,the manager
10305,groups,to
10306,products,many markets
10307,variety,the industry
10308,projects,free meal
10309,work load,comp
10310,etc,the tier1 market
10311,the right group,annual stock
10312,you,other top companies
10313,seattle weather,some departments
10314,amazing reputation,the method
10315,work,choice
10316,stellar people,internal politics
10317,awesome experience,department outcomes
10318,top compensation,example
10319,technology company,department
10320,good opportunities,extra heads
10321,company,any new headcount budget
10322,great benefits,managers
10323,great work environment,it
10324,lots,sufficient number
10325,groups,good performers
10326,products,bad performers
10327,variety,review management techniques
10328,projects,review system
10329,work load,an employee
10330,etc,the employee
10331,the right group,areas
10332,you,vulnerability
10333,seattle weather,the
10334,amazing reputation,opportunities
10335,work,growth
10336,stellar people,reality
10337,awesome experience,there
10338,top compensation,nothing
10339,opportunity,the employee
10340,big,it
10341,impact,the employee
10342,opportunity,the path
10343,brilliant people,the manager
10344,opportunity,success
10345,new,you
10346,skills,this person
10347,work atmosphere great benefits,good service
10348,company,collaboration
10349,the leadership team,management
10350,interesting projects,hard time
10351,one,new process
10352,great people,strategic vision
10353,you,front line employees
10354,gazillion,this
10355,opportunities,the 100k
10356,growth,employees
10357,you,some teams
10358,very professional,
10359,environment,boys
10360,subsidiary offices,senior management
10361,great place,wdg org
10362,you,authority
10363,good manager,leadership
10364,project,unrealistic goals
10365,very stable job,people
10366,good,they
10367,good,enough
10368,lot,the team
10369,opportunities,ms
10370,great benefits,poor middle management
10371,the job training,toxic culture
10372,great people,poor execution
10373,approachable management,strategy
10374,global organization,products
10375,lot,high competition
10376,historical growth,the group
10377,leadership,things
10378,lot,you
10379,opportunity,you
10380,different enterprise technologies,self
10381,historical opportunities,others
10382,different roles,rating system
10383,the company,goal commitments
10384,software engineers,the review cycle
10385,nice suburban campus,you
10386,great benefits,food
10387,personal development,publish
10388,edge products,next release
10389,great minds,no further testing
10390,good atmosphere,some people
10391,great place,you
10392,benefits,you
10393,pay,tech
10394,good work,big tech company
10395,balance,the goals
10396,good,innovation
10397,stable job,work
10398,lots,no growth
10399,opportunity,old technology
10400,products,the market
10401,billions,demand
10402,people,azure products
10403,campus,the new unified support services
10404,salary,there
10405,benefits,formal training
10406,trainings,service delivery personnel
10407,open door policy,workers
10408,the reasons,the field
10409,,physical corporate
10410,microsoft,retail job
10411,more experience,it
10412,networking,consistent schedule
10413,career,difficult
10414,bill gates,it
10415,the best,time
10416,the people,the holidays
10417,this company,company
10418,you,it
10419,some,external hire
10420,the,politics
10421,tech,conflicting
10422,the majority,overlapping roles
10423,individuals,each team
10424,the work,no clear definition
10425,they,rules
10426,role,manager
10427,pay,it
10428,great,employees
10429,customers,you
10430,experience,pigeon
10431,good resources,undesired
10432,every sales opportunity,you
10433,opportunity,you
10434,customers,lot
10435,work group,experience
10436,employees,specific categories
10437,culture,no flexibility
10438,people,unhealthy compensation strategy leading
10439,the right direction,self recognition
10440,the cloud,collaboration
10441,good innovation,no flexibility
10442,culture,unhealthy compensation strategy leading
10443,,self recognition
10444,you,collaboration
10445,smart people,not customer
10446,great benefits,shiny penny syndrome
10447,ability,not
10448,big impact,all orgs
10449,office,team
10450,that,the new vision
10451,the only reason,new challenges
10452,flexible hours,employees
10453,you,they
10454,the right team,the same position
10455,benefits,years
10456,collaborative empowering,continuous
10457,work life balance,movement
10458,huge company,admins
10459,possibility,hourly
10460,middle,no opportunity
10461,the road pay,bonus
10462,loads,stock
10463,opportunity,positions
10464,the leading edge,there
10465,the mission,annual restructuring efforts
10466,everyone,limited locations
10467,the planet,seattle
10468,more,employee
10469,the benefits,base
10470,the trips,work life balance
10471,fun,improvement
10472,you,pace
10473,cool people,startup
10474,microsoft,that
10475,some amazing benefits,you
